TRACTFIPS,city,state
01015001201,Anniston,AL
01015001202,Anniston,AL
01015001300,Anniston,AL
01015001400,Anniston,AL
01015001500,Eastaboga,AL
01015001600,Anniston,AL
01015001700,Anniston,AL
01015001800,Weaver,AL
01015002000,Anniston,AL
01015002101,Jacksonville,AL
01015002102,Jacksonville,AL
01015002103,Jacksonville,AL
01015002200,Piedmont,AL
01015002300,Piedmont,AL
01015002400,Jacksonville,AL
01015002501,Alexandria,AL
01015002502,Wellington,AL
01015002600,Ohatchee,AL
01015981901,Eastaboga,AL
01015981902,Anniston,AL
01015981903,Anniston,AL
01017953800,Five Points,AL
01017953900,Lanett,AL
01017954000,Lafayette,AL
01017954200,Lanett,AL
01017954300,Valley,AL
01017954400,Lanett,AL
01017954500,Lanett,AL
01017954600,Valley,AL
01017954700,Valley,AL
01019955701,Cedar Bluff,AL
01019955702,Gaylesville,AL
01019955800,Leesburg,AL
01019955900,Centre,AL
01019956000,Centre,AL
01019956100,Centre,AL
01021060101,Clanton,AL
01021060102,Clanton,AL
01021060200,Clanton,AL
01021060300,Clanton,AL
01021060401,Thorsby,AL
01021060402,Jemison,AL
01021060500,Maplesville,AL
01021060600,Clanton,AL
01021060700,Verbena,AL
01023956700,Lisman,AL
01023956800,Butler,AL
01023956900,Gilbertown,AL
01023957000,Silas,AL
01025957500,Grove Hill,AL
01025957601,Thomasville,AL
01025957602,Thomasville,AL
01025957700,Coffeeville,AL
01025957800,Grove Hill,AL
01025957901,Jackson,AL
01025957902,Jackson,AL
01025958001,Jackson,AL
01025958002,Jackson,AL
01027958900,Lineville,AL
01027959000,Ashland,AL
01027959100,Ashland,AL
01027959200,Goodwater,AL
01029959500,Fruithurst,AL
01029959600,Heflin,AL
01029959700,Heflin,AL
01029959800,Ranburne,AL
01031010100,Elba,AL
01031010200,Jack,AL
01031010300,New Brockton,AL
01031010400,Elba,AL
01031010500,Elba,AL
01031010600,Kinston,AL
01031010700,Enterprise,AL
01031010800,Enterprise,AL
01031010900,Enterprise,AL
01031011000,Enterprise,AL
01031011100,Enterprise,AL
01031011201,Enterprise,AL
01031011202,Enterprise,AL
01031011300,Enterprise,AL
01033020100,Sheffield,AL
01033020200,Sheffield,AL
01033020300,Sheffield,AL
01033020400,Sheffield,AL
01033020500,Tuscumbia,AL
01033020600,Tuscumbia,AL
01033020701,Muscle Shoals,AL
01033020703,Muscle Shoals,AL
01033020704,Muscle Shoals,AL
01033020801,Muscle Shoals,AL
01033020802,Leighton,AL
01033020901,Tuscumbia,AL
01033020902,Tuscumbia,AL
01033021000,Cherokee,AL
01035960200,Evergreen,AL
01035960300,Repton,AL
01035960400,Castleberry,AL
01035960500,Evergreen,AL
01035960600,Evergreen,AL
01037961000,Goodwater,AL
01037961100,Sylacauga,AL
01037961200,Alexander City,AL
01039961600,Andalusia,AL
01039961700,Red Level,AL
01039961800,Andalusia,AL
01039961900,Andalusia,AL
01039962000,Andalusia,AL
01039962100,Andalusia,AL
01039962300,Andalusia,AL
01039962400,Opp,AL
01039962500,Opp,AL
01039962600,Opp,AL
01039962700,Opp,AL
01039962800,Opp,AL
01039962900,Andalusia,AL
01039963000,Florala,AL
01041963400,Highland Home,AL
01041963500,Lapine,AL
01041963600,Luverne,AL
01041963700,Luverne,AL
01041963800,Brantley,AL
01041963900,Brantley,AL
01043964100,Arab,AL
01043964200,Cullman,AL
01043964300,Vinemont,AL
01043964400,Vinemont,AL
01043964500,Cullman,AL
01043964600,Cullman,AL
01043964700,Cullman,AL
01043964800,Cullman,AL
01043964900,Cullman,AL
01043965000,Cullman,AL
01043965100,Hanceville,AL
01043965200,Cullman,AL
01043965300,Holly Pond,AL
01043965401,Hanceville,AL
01043965402,Hanceville,AL
01043965500,Cullman,AL
01043965600,Crane Hill,AL
01043965700,Bremen,AL
01045020000,Fort Rucker,AL
01045020100,Ariton,AL
01045020200,Midland City,AL
01045020300,Ozark,AL
01045020400,Ozark,AL
01045020500,Ozark,AL
01045020700,Ozark,AL
01045020801,Ozark,AL
01045020802,Ozark,AL
01045021101,Enterprise,AL
01045021102,Daleville,AL
01045021200,Daleville,AL
01045021300,Midland City,AL
01045021400,Midland City,AL
01047956100,Selma,AL
01047956201,Selma,AL
01047956202,Selma,AL
01047956300,Selma,AL
01047956400,Selma,AL
01047956500,Selma,AL
01047956600,Selma,AL
01047956701,Selma,AL
01047956702,Selma,AL
01047956800,Selma,AL
01047956900,Orrville,AL
01047957000,Minter,AL
01047957100,Selma,AL
01047957200,Selma,AL
01047957300,Selma,AL
01049960100,Ider,AL
01049960200,Henagar,AL
01049960300,Rainsville,AL
01049960400,Rainsville,AL
01049960500,Fyffe,AL
01049960600,Crossville,AL
01049960700,Crossville,AL
01049960800,Collinsville,AL
01049960900,Fort Payne,AL
01049961000,Fort Payne,AL
01049961100,Fort Payne,AL
01049961200,Fort Payne,AL
01049961300,Fort Payne,AL
01049961400,Valley Head,AL
01051030100,Deatsville,AL
01051030200,Titus,AL
01051030300,Eclectic,AL
01051030400,Tallassee,AL
01051030500,Eclectic,AL
01051030600,Wetumpka,AL
01051030701,Wetumpka,AL
01051030702,Wetumpka,AL
01051030800,Wetumpka,AL
01051030901,Deatsville,AL
01051030902,Elmore,AL
01051031000,Millbrook,AL
01051031100,Millbrook,AL
01051031200,Coosada,AL
01051031300,Millbrook,AL
01053969800,Brewton,AL
01053969900,Brewton,AL
01053970100,Brewton,AL
01053970200,Brewton,AL
01053970300,Flomaton,AL
01053970400,Atmore,AL
01053970500,Atmore,AL
01053970600,Atmore,AL
01053970700,Atmore,AL
01055000200,Gadsden,AL
01055000300,Gadsden,AL
01055000400,Gadsden,AL
01055000500,Gadsden,AL
01055000600,Gadsden,AL
01055000700,Gadsden,AL
01055000800,Gadsden,AL
01055000900,Gadsden,AL
01055001000,Gadsden,AL
01055001100,Gadsden,AL
01055001200,Gadsden,AL
01055001300,Gadsden,AL
01055001600,Gadsden,AL
01055001700,Gadsden,AL
01055010100,Attalla,AL
01055010200,Attalla,AL
01055010300,Attalla,AL
01055010401,Rainbow City,AL
01055010402,Rainbow City,AL
01055010501,Gadsden,AL
01055010502,Gadsden,AL
01055010601,Gadsden,AL
01055010602,Gadsden,AL
01055010700,Gadsden,AL
01055010800,Gadsden,AL
01055010900,Attalla,AL
01055011001,Boaz,AL
01055011002,Boaz,AL
01055011100,Altoona,AL
01055011200,Gadsden,AL
01057020000,Eldridge,AL
01057020100,Winfield,AL
01057020200,Fayette,AL
01057020300,Fayette,AL
01057020400,Berry,AL
01059972900,Russellville,AL
01059973000,Russellville,AL
01059973100,Russellville,AL
01059973200,Russellville,AL
01059973300,Russellville,AL
01059973400,Red Bay,AL
01059973500,Red Bay,AL
01059973600,Vina,AL
01059973700,Phil Campbell,AL
01061050100,Samson,AL
01061050200,Chancellor,AL
01061050300,Geneva,AL
01061050400,Hartford,AL
01061050500,Slocomb,AL
01061050600,Slocomb,AL
01063060000,Eutaw,AL
01063060100,Eutaw,AL
01063060200,Forkland,AL
01065040000,Moundville,AL
01065040100,Akron,AL
01065040200,Greensboro,AL
01065040300,Sawyerville,AL
01065040400,Greensboro,AL
01065040500,Newbern,AL
01067030100,Abbeville,AL
01067030200,Abbeville,AL
01067030300,Abbeville,AL
01067030400,Newville,AL
01067030500,Headland,AL
01067030600,Columbia,AL
01069040100,Newton,AL
01069040201,Dothan,AL
01069040202,Dothan,AL
01069040301,Dothan,AL
01069040302,Dothan,AL
01069040400,Dothan,AL
01069040500,Dothan,AL
01069040600,Dothan,AL
01069040700,Dothan,AL
01069040800,Dothan,AL
01069040900,Dothan,AL
01069041000,Dothan,AL
01069041100,Dothan,AL
01069041200,Dothan,AL
01069041400,Dothan,AL
01069041500,Dothan,AL
01069041600,Dothan,AL
01069041700,Columbia,AL
01069041800,Gordon,AL
01069041900,Ashford,AL
01069042000,Cottonwood,AL
01069042100,Dothan,AL
01071950100,Bryant,AL
01071950200,Bridgeport,AL
01071950300,Stevenson,AL
01071950400,Scottsboro,AL
01071950500,Woodville,AL
01071950600,Scottsboro,AL
01071950700,Scottsboro,AL
01071950800,Scottsboro,AL
01071950900,Scottsboro,AL
01071951000,Pisgah,AL
01071951100,Section,AL
01073000100,Birmingham,AL
01073000300,Birmingham,AL
01073000400,Birmingham,AL
01073000500,Birmingham,AL
01073000700,Birmingham,AL
01073000800,Birmingham,AL
01073001100,Birmingham,AL
01073001200,Birmingham,AL
01073001400,Birmingham,AL
01073001500,Birmingham,AL
01073001600,Birmingham,AL
01073001902,Birmingham,AL
01073002000,Birmingham,AL
01073002100,Birmingham,AL
01073002200,Birmingham,AL
01073002303,Birmingham,AL
01073002305,Birmingham,AL
01073002306,Birmingham,AL
01073002400,Birmingham,AL
01073002700,Birmingham,AL
01073002900,Birmingham,AL
01073003001,Birmingham,AL
01073003002,Birmingham,AL
01073003100,Birmingham,AL
01073003200,Birmingham,AL
01073003300,Birmingham,AL
01073003400,Birmingham,AL
01073003500,Birmingham,AL
01073003600,Birmingham,AL
01073003700,Birmingham,AL
01073003802,Birmingham,AL
01073003803,Birmingham,AL
01073003900,Birmingham,AL
01073004000,Birmingham,AL
01073004200,Birmingham,AL
01073004500,Birmingham,AL
01073004701,Birmingham,AL
01073004702,Birmingham,AL
01073004800,Birmingham,AL
01073004901,Birmingham,AL
01073004902,Birmingham,AL
01073005000,Birmingham,AL
01073005101,Birmingham,AL
01073005103,Birmingham,AL
01073005104,Birmingham,AL
01073005200,Birmingham,AL
01073005302,Birmingham,AL
01073005500,Birmingham,AL
01073005600,Birmingham,AL
01073005701,Birmingham,AL
01073005702,Birmingham,AL
01073005800,Birmingham,AL
01073005903,Birmingham,AL
01073005905,Birmingham,AL
01073005907,Birmingham,AL
01073005908,Birmingham,AL
01073005909,Birmingham,AL
01073005910,Birmingham,AL
01073010001,Bessemer,AL
01073010002,Bessemer,AL
01073010100,Bessemer,AL
01073010200,Bessemer,AL
01073010301,Bessemer,AL
01073010302,Bessemer,AL
01073010401,Bessemer,AL
01073010402,Bessemer,AL
01073010500,Bessemer,AL
01073010602,Fairfield,AL
01073010603,Fairfield,AL
01073010701,Birmingham,AL
01073010702,Birmingham,AL
01073010703,Birmingham,AL
01073010704,Birmingham,AL
01073010705,Birmingham,AL
01073010706,Birmingham,AL
01073010801,Birmingham,AL
01073010802,Birmingham,AL
01073010803,Birmingham,AL
01073010804,Birmingham,AL
01073010805,Birmingham,AL
01073010900,Birmingham,AL
01073011001,Leeds,AL
01073011002,Leeds,AL
01073011104,Birmingham,AL
01073011107,Trussville,AL
01073011108,Trussville,AL
01073011109,Trussville,AL
01073011110,Pinson,AL
01073011111,Trussville,AL
01073011205,Pinson,AL
01073011206,Pinson,AL
01073011207,Birmingham,AL
01073011208,Pinson,AL
01073011209,Birmingham,AL
01073011210,Birmingham,AL
01073011301,Pinson,AL
01073011302,Morris,AL
01073011400,Warrior,AL
01073011500,Dora,AL
01073011600,Mount Olive,AL
01073011703,Gardendale,AL
01073011704,Gardendale,AL
01073011705,Gardendale,AL
01073011706,Morris,AL
01073011802,Birmingham,AL
01073011803,Birmingham,AL
01073011804,Birmingham,AL
01073011901,Birmingham,AL
01073011904,Birmingham,AL
01073012001,Birmingham,AL
01073012002,Fultondale,AL
01073012103,Graysville,AL
01073012104,Adamsville,AL
01073012200,Bessemer,AL
01073012302,Mulga,AL
01073012304,Pleasant Grove,AL
01073012305,Pleasant Grove,AL
01073012401,Birmingham,AL
01073012402,Birmingham,AL
01073012403,Adamsville,AL
01073012500,Birmingham,AL
01073012602,Birmingham,AL
01073012701,Birmingham,AL
01073012703,Birmingham,AL
01073012704,Leeds,AL
01073012802,Birmingham,AL
01073012803,Birmingham,AL
01073012905,Birmingham,AL
01073012906,Birmingham,AL
01073012907,Birmingham,AL
01073012908,Birmingham,AL
01073012910,Birmingham,AL
01073012911,Birmingham,AL
01073012912,Birmingham,AL
01073012913,Birmingham,AL
01073012914,Birmingham,AL
01073012915,Birmingham,AL
01073013002,Birmingham,AL
01073013100,Birmingham,AL
01073013200,Birmingham,AL
01073013300,Birmingham,AL
01073013400,Fairfield,AL
01073013601,Bessemer,AL
01073013801,Bessemer,AL
01073013901,Dolomite,AL
01073013902,Bessemer,AL
01073014001,Bessemer,AL
01073014002,Bessemer,AL
01073014102,Adger,AL
01073014104,McCalla,AL
01073014105,Bessemer,AL
01073014203,Bessemer,AL
01073014204,Birmingham,AL
01073014301,Bessemer,AL
01073014302,Birmingham,AL
01073014404,Birmingham,AL
01073014405,Birmingham,AL
01073014406,Birmingham,AL
01073014408,Birmingham,AL
01073014409,Birmingham,AL
01073014410,Birmingham,AL
01073014412,Birmingham,AL
01073014413,Birmingham,AL
01075030000,Sulligent,AL
01075030100,Vernon,AL
01075030200,Millport,AL
01077010100,Florence,AL
01077010200,Florence,AL
01077010300,Florence,AL
01077010400,Florence,AL
01077010600,Florence,AL
01077010700,Florence,AL
01077010800,Florence,AL
01077010900,Florence,AL
01077011000,Florence,AL
01077011101,Florence,AL
01077011102,Florence,AL
01077011200,Florence,AL
01077011300,Waterloo,AL
01077011400,Florence,AL
01077011501,Florence,AL
01077011502,Florence,AL
01077011602,Killen,AL
01077011603,Killen,AL
01077011604,Killen,AL
01077011700,Lexington,AL
01077011801,Rogersville,AL
01077011802,Rogersville,AL
01079979100,Hillsboro,AL
01079979200,Town Creek,AL
01079979300,Town Creek,AL
01079979400,Moulton,AL
01079979500,Trinity,AL
01079979600,Trinity,AL
01079979700,Danville,AL
01079979800,Moulton,AL
01079979900,Mount Hope,AL
01081040200,Auburn,AL
01081040300,Auburn,AL
01081040400,Auburn,AL
01081040500,Auburn,AL
01081040602,Auburn,AL
01081040603,Auburn,AL
01081040604,Auburn,AL
01081040700,Auburn,AL
01081040800,Auburn,AL
01081040901,Auburn,AL
01081040902,Auburn,AL
01081041000,Auburn,AL
01081041100,Opelika,AL
01081041200,Opelika,AL
01081041300,Opelika,AL
01081041400,Opelika,AL
01081041600,Opelika,AL
01081041700,Opelika,AL
01081041800,Valley,AL
01081041900,Salem,AL
01081042002,Phenix City,AL
01081042003,Phenix City,AL
01081042004,Phenix City,AL
01081042005,Smiths,AL
01081042006,Smiths,AL
01081042101,Opelika,AL
01081042102,Salem,AL
01083020101,Athens,AL
01083020102,Ardmore,AL
01083020201,Athens,AL
01083020202,Elkmont,AL
01083020300,Athens,AL
01083020401,Athens,AL
01083020402,Athens,AL
01083020500,Athens,AL
01083020600,Athens,AL
01083020700,Athens,AL
01083020801,Athens,AL
01083020802,Athens,AL
01083020900,Athens,AL
01083021000,Athens,AL
01083021100,Athens,AL
01083021200,Madison,AL
01085780800,Hope Hull,AL
01085781000,Lowndesboro,AL
01085781100,Hayneville,AL
01085781200,Fort Deposit,AL
01087231400,Auburn,AL
01087231500,Notasulga,AL
01087231601,Tuskegee,AL
01087231602,Tuskegee,AL
01087231603,Tuskegee,AL
01087231700,Tuskegee Institute,AL
01087231800,Tuskegee,AL
01087231900,Tuskegee Institute,AL
01087232000,Tuskegee,AL
01087232100,Tuskegee Institute,AL
01087232200,Shorter,AL
01087232300,Tuskegee,AL
01089000201,Huntsville,AL
01089000202,Huntsville,AL
01089000301,Huntsville,AL
01089000302,Huntsville,AL
01089000403,Huntsville,AL
01089000501,Huntsville,AL
01089000502,Huntsville,AL
01089000503,Huntsville,AL
01089000601,Huntsville,AL
01089000602,Huntsville,AL
01089000701,Huntsville,AL
01089000702,Huntsville,AL
01089000901,Huntsville,AL
01089000902,Huntsville,AL
01089001000,Huntsville,AL
01089001200,Huntsville,AL
01089001301,Huntsville,AL
01089001302,Huntsville,AL
01089001401,Madison,AL
01089001402,Huntsville,AL
01089001500,Huntsville,AL
01089001700,Huntsville,AL
01089001801,Huntsville,AL
01089001901,Huntsville,AL
01089001902,Huntsville,AL
01089001903,Huntsville,AL
01089002000,Huntsville,AL
01089002100,Huntsville,AL
01089002200,Huntsville,AL
01089002300,Huntsville,AL
01089002400,Huntsville,AL
01089002501,Huntsville,AL
01089002502,Huntsville,AL
01089002600,Huntsville,AL
01089002701,Huntsville,AL
01089002721,Huntsville,AL
01089002722,Huntsville,AL
01089002801,Huntsville,AL
01089002802,Huntsville,AL
01089002911,Huntsville,AL
01089002912,Huntsville,AL
01089002921,Huntsville,AL
01089002922,Huntsville,AL
01089003000,Huntsville,AL
01089003100,Huntsville,AL
01089010100,New Market,AL
01089010200,Gurley,AL
01089010301,Hazel Green,AL
01089010302,New Market,AL
01089010401,Hazel Green,AL
01089010402,Toney,AL
01089010501,Harvest,AL
01089010502,Harvest,AL
01089010612,Madison,AL
01089010621,Huntsville,AL
01089010622,Huntsville,AL
01089010623,Madison,AL
01089010624,Harvest,AL
01089010701,Meridianville,AL
01089010702,Huntsville,AL
01089010800,Huntsville,AL
01089010901,Owens Cross Roads,AL
01089010902,Gurley,AL
01089011011,Madison,AL
01089011012,Madison,AL
01089011013,Madison,AL
01089011014,Madison,AL
01089011021,Madison,AL
01089011022,Madison,AL
01089011100,Huntsville,AL
01089011200,Huntsville,AL
01089011300,Owens Cross Roads,AL
01089011400,New Hope,AL
01091972900,Demopolis,AL
01091973000,Linden,AL
01091973100,Thomaston,AL
01091973200,Dixons Mills,AL
01091973300,Sweet Water,AL
01091973400,Demopolis,AL
01093964000,Haleyville,AL
01093964100,Hackleburg,AL
01093964200,Hamilton,AL
01093964300,Hamilton,AL
01093964400,Hamilton,AL
01093964500,Brilliant,AL
01093964600,Guin,AL
01093964700,Winfield,AL
01095030100,Albertville,AL
01095030201,Grant,AL
01095030202,Grant,AL
01095030300,Union Grove,AL
01095030401,Arab,AL
01095030402,Arab,AL
01095030500,Arab,AL
01095030600,Guntersville,AL
01095030701,Guntersville,AL
01095030702,Guntersville,AL
01095030801,Albertville,AL
01095030802,Albertville,AL
01095030902,Albertville,AL
01095030903,Albertville,AL
01095030904,Albertville,AL
01095031000,Horton,AL
01095031100,Boaz,AL
01095031200,Boaz,AL
01097000200,Mobile,AL
01097000401,Mobile,AL
01097000402,Mobile,AL
01097000500,Mobile,AL
01097000600,Mobile,AL
01097000701,Mobile,AL
01097000702,Mobile,AL
01097000800,Mobile,AL
01097000901,Mobile,AL
01097000902,Mobile,AL
01097000903,Mobile,AL
01097001001,Mobile,AL
01097001002,Mobile,AL
01097001100,Mobile,AL
01097001200,Mobile,AL
01097001302,Mobile,AL
01097001400,Mobile,AL
01097001501,Mobile,AL
01097001502,Mobile,AL
01097001800,Mobile,AL
01097001901,Mobile,AL
01097001902,Mobile,AL
01097002000,Mobile,AL
01097002100,Mobile,AL
01097002200,Mobile,AL
01097002301,Mobile,AL
01097002302,Mobile,AL
01097002400,Mobile,AL
01097002501,Mobile,AL
01097002502,Mobile,AL
01097002600,Mobile,AL
01097002700,Mobile,AL
01097002800,Mobile,AL
01097002900,Mobile,AL
01097003000,Mobile,AL
01097003100,Mobile,AL
01097003202,Mobile,AL
01097003203,Mobile,AL
01097003204,Mobile,AL
01097003205,Mobile,AL
01097003301,Mobile,AL
01097003302,Mobile,AL
01097003402,Mobile,AL
01097003404,Mobile,AL
01097003405,Mobile,AL
01097003406,Mobile,AL
01097003407,Mobile,AL
01097003408,Mobile,AL
01097003501,Mobile,AL
01097003502,Mobile,AL
01097003602,Mobile,AL
01097003605,Mobile,AL
01097003606,Mobile,AL
01097003607,Mobile,AL
01097003608,Mobile,AL
01097003703,Mobile,AL
01097003704,Mobile,AL
01097003705,Mobile,AL
01097003706,Mobile,AL
01097003707,Mobile,AL
01097003708,Mobile,AL
01097003709,Mobile,AL
01097003710,Mobile,AL
01097003800,Mobile,AL
01097003901,Mobile,AL
01097003902,Mobile,AL
01097004000,Mobile,AL
01097004100,Mobile,AL
01097004800,Mobile,AL
01097004900,Mobile,AL
01097005000,Mobile,AL
01097005100,Mobile,AL
01097005200,Mobile,AL
01097005300,Mobile,AL
01097005400,Saraland,AL
01097005500,Saraland,AL
01097005600,Satsuma,AL
01097005700,Saraland,AL
01097005800,Mount Vernon,AL
01097005900,Chunchula,AL
01097006000,Citronelle,AL
01097006102,Eight Mile,AL
01097006103,Eight Mile,AL
01097006104,Chunchula,AL
01097006105,Eight Mile,AL
01097006200,Wilmer,AL
01097006301,Semmes,AL
01097006302,Semmes,AL
01097006402,Mobile,AL
01097006403,Mobile,AL
01097006404,Mobile,AL
01097006405,Mobile,AL
01097006406,Mobile,AL
01097006407,Mobile,AL
01097006501,Theodore,AL
01097006502,Grand Bay,AL
01097006600,Grand Bay,AL
01097006701,Irvington,AL
01097006702,Irvington,AL
01097006801,Mobile,AL
01097006802,Mobile,AL
01097006901,Theodore,AL
01097006902,Mobile,AL
01097007000,Theodore,AL
01097007101,Theodore,AL
01097007102,Theodore,AL
01097007103,Theodore,AL
01097007201,Irvington,AL
01097007202,Dauphin Island,AL
01097007300,Bayou La Batre,AL
01097007400,Mobile,AL
01097007500,Mobile,AL
01097007600,Mobile,AL
01097007700,Mobile,AL
01099075600,Beatrice,AL
01099075700,Franklin,AL
01099075800,Peterman,AL
01099075900,Monroeville,AL
01099076000,Monroeville,AL
01099076100,Frisco City,AL
01099076200,Uriah,AL
01101000100,Montgomery,AL
01101000200,Montgomery,AL
01101000300,Montgomery,AL
01101000400,Montgomery,AL
01101000500,Montgomery,AL
01101000600,Montgomery,AL
01101000700,Montgomery,AL
01101000900,Montgomery,AL
01101001000,Montgomery,AL
01101001100,Montgomery,AL
01101001200,Montgomery,AL
01101001300,Montgomery,AL
01101001400,Montgomery,AL
01101001500,Montgomery,AL
01101001600,Montgomery,AL
01101001700,Montgomery,AL
01101001800,Montgomery,AL
01101001900,Montgomery,AL
01101002000,Montgomery,AL
01101002100,Montgomery,AL
01101002201,Montgomery,AL
01101002202,Montgomery,AL
01101002300,Montgomery,AL
01101002400,Montgomery,AL
01101002500,Montgomery,AL
01101002600,Montgomery,AL
01101002700,Montgomery,AL
01101002800,Montgomery,AL
01101002900,Montgomery,AL
01101003000,Montgomery,AL
01101003100,Montgomery,AL
01101003200,Montgomery,AL
01101003301,Montgomery,AL
01101003302,Montgomery,AL
01101005101,Montgomery,AL
01101005102,Montgomery,AL
01101005301,Montgomery,AL
01101005302,Montgomery,AL
01101005402,Montgomery,AL
01101005403,Montgomery,AL
01101005406,Montgomery,AL
01101005407,Montgomery,AL
01101005408,Montgomery,AL
01101005409,Montgomery,AL
01101005410,Montgomery,AL
01101005501,Montgomery,AL
01101005502,Pike Road,AL
01101005503,Pike Road,AL
01101005504,Pike Road,AL
01101005603,Montgomery,AL
01101005604,Pike Road,AL
01101005605,Montgomery,AL
01101005606,Montgomery,AL
01101005607,Montgomery,AL
01101005608,Pike Road,AL
01101005609,Montgomery,AL
01101005610,Montgomery,AL
01101005611,Montgomery,AL
01101005612,Montgomery,AL
01101005700,Ramer,AL
01101005800,Ramer,AL
01101005901,Hope Hull,AL
01101005902,Montgomery,AL
01101006000,Montgomery,AL
01101006100,Montgomery,AL
01103000100,Decatur,AL
01103000200,Decatur,AL
01103000300,Decatur,AL
01103000400,Decatur,AL
01103000600,Decatur,AL
01103000700,Decatur,AL
01103000800,Decatur,AL
01103000900,Decatur,AL
01103001000,Decatur,AL
01103005101,Trinity,AL
01103005103,Decatur,AL
01103005105,Decatur,AL
01103005106,Decatur,AL
01103005107,Decatur,AL
01103005108,Decatur,AL
01103005109,Decatur,AL
01103005200,Danville,AL
01103005301,Hartselle,AL
01103005302,Hartselle,AL
01103005303,Hartselle,AL
01103005304,Hartselle,AL
01103005404,Decatur,AL
01103005405,Somerville,AL
01103005500,Falkville,AL
01103005600,Eva,AL
01103005701,Somerville,AL
01103005702,Laceys Spring,AL
01105686800,Marion,AL
01105687000,Marion,AL
01105687100,Uniontown,AL
01107050000,Gordo,AL
01107050100,Reform,AL
01107050200,Ethelsville,AL
01107050300,Carrollton,AL
01107050400,Aliceville,AL
01109188600,Banks,AL
01109188700,Troy,AL
01109188800,Goshen,AL
01109188900,Troy,AL
01109189000,Troy,AL
01109189100,Troy,AL
01109189200,Troy,AL
01109189300,Brundidge,AL
01111000100,Wedowee,AL
01111000200,Woodland,AL
01111000300,Wedowee,AL
01111000400,Roanoke,AL
01111000500,Roanoke,AL
01111000600,Wadley,AL
01113030200,Phenix City,AL
01113030300,Phenix City,AL
01113030401,Phenix City,AL
01113030402,Phenix City,AL
01113030500,Phenix City,AL
01113030600,Phenix City,AL
01113030700,Phenix City,AL
01113030800,Phenix City,AL
01113030901,Phenix City,AL
01113030902,Fort Mitchell,AL
01113031000,Phenix City,AL
01113031100,Hurtsboro,AL
01113031200,Seale,AL
01115040103,Moody,AL
01115040104,Moody,AL
01115040105,Pell City,AL
01115040106,Moody,AL
01115040201,Pell City,AL
01115040203,Pell City,AL
01115040204,Pell City,AL
01115040205,Cropwell,AL
01115040300,Ragland,AL
01115040401,Ashville,AL
01115040402,Steele,AL
01115040501,Springville,AL
01115040502,Odenville,AL
01117030102,Vincent,AL
01117030103,Harpersville,AL
01117030211,Birmingham,AL
01117030212,Birmingham,AL
01117030213,Birmingham,AL
01117030214,Chelsea,AL
01117030215,Chelsea,AL
01117030216,Birmingham,AL
01117030217,Birmingham,AL
01117030303,Birmingham,AL
01117030304,Birmingham,AL
01117030305,Pelham,AL
01117030306,Alabaster,AL
01117030314,Birmingham,AL
01117030315,Pelham,AL
01117030316,Pelham,AL
01117030317,Helena,AL
